"10203","RAW CASHEWS (W240)","CAJOUS CRUS  (W240)"
"10204","CASHEW PIECES (SP1)","CAJOUS EN MORCEAUX (SP1)"
"10205","CASHEW PIECES (SP2)","CAJOUS EN MORCEAUX (SP2)"
"10206","ROASTED SALTED JUMBO CASHEWS","CAJOUS JUMBO RÔTIS SALÉS"
"10207","ROASTED UNSALT JUMBO CASHEWS","CAJOUS JUMBO RÔTIS NON SALÉS"
"10208","ROASTED SALTED WHOLE CASHEWS","CAJOUS ENTIERS RÔTIS SALÉS"
"10209","ROASTED UNSALTED WHOLE CASHEWS","CAJOUS ENTIERS RÔTIS NON SALÉS"
"10210","BBQ CASHEWS","CAJOUS BBQ"
"10211","RAW CASHEW BUTTS","CAJOUS BUTTS CRUS"
"10212","CASHEW BUTTS ROASTED SALTED","CAJOUS BUTTS RÔTIS SALÉS"
"10213","CASHEW BUTTS ROASTED UNSALTED","CAJOUS BUTTS  RÔTIS NON SALÉS"
"10215","ROASTED SALTED LARGE CASHEWS","CAJOUS LARGE RÔTIS SALÉS"
"10216","ROASTED UNSALTED LARGE CASHEWS","CAJOUS LARGE RÔTIS NON SALÉS"
"10218","CASHEW PIECES (SP3)","CAJOUS EN MORCEAUX (SP3)"
"10219","CASHEW PIECES (SSP1)","CAJOUS EN MORCEAUX (SSP1)"
"10220","CASHEW PIECES (SSP2)","CAJOUS EN MORCEAUX (SSP2)"
"10221","RAW CASHEWS (W-450)","CAJOUS CRUS (W-450)"
"10222","RAW CASHEWS (W-180)","CAJOUS CRUS (W-180)"
"10223","RAW CASHEWS (LW3)","CAJOUS CRUS (LW3)"
"10224","RAW CASHEWS (W1-320)","CAJOUS CRUS  (W1-320)"
"10225","RAW CASHEWS (W2-320)","CAJOUS CRUS  (W2-320)"
"10230","CASHEW PIECES (G1)","CAJOUS EN MORCEAUX (G1)"
"10232","CASHEW PIECES (SGW)","CAJOUS EN MORCEAUX (SGW)"
"10241","CASHEW PIECES (LP) VIETNAM","CAJOUS EN MORCEAUX (LP) VIETNAM"
"10242","CASHEW PIECES (SP) VIETNAM","CAJOUS EN MORCEAUX (SP) VIETNAM"
"10243","BRAZILIAN CASHEW PIECES (P2)","CAJOUS EN MORCEAUX (P2)"
"10244","BRAZILIAN CASHEW PIECES (P1)","CAJOUS EN MORCEAUX (P1)"
"10245","CASHEW PIECES (P3)","CAJOUS EN MORCEAUX (P3)"
"10252","DRY ROASTED JUMBO CASHEWS","CAJOUS JUMBO RÔTIS À SEC"
"10254","DRY ROAST SEMI-SALT JUMBO CASHEWS","CAJOUS JUMBO RÔTIS À SEC SEMI- SALÉS"
"10255","DRY ROASTED ORIENTAL BLACK PEPPER CASHEWS","CAJOUS ORIENTALS AU POIVRE NOIR RÔTI À SEC"
"10301","JUMBO SALTED PISTACHIOS","PISTACHES RÔTIES SALÉS JUMBO"
"10302","ROASTED SALTED PISTACHIOS","PISTACHES RÔTIES SALÉS"
"10303","ROASTED UNSALTED PISTACHIOS","PISTACHES RÔTIES NON SALÉS"
"10304","RAW PISTACHIOS 28-30 (FANDOGHI N.O.)","PISTACHES CRUES 28-30 (FANDOGHI N.O.)"
"10305","RED PISTACHIOS ROASTED SALTED","PISTACHES ROUGES RÔTIES SALÉS"
"10306","RAW SHELLED PISTACHIO KERNELS","PISTACHES NATURELLES (KERNEL)"
"10307","CALIFORNIA PISTACHIOS ROASTED SALTED","PISTACHES RÔTIES SALÉES DE CALIFORNIE"
"10308","PISTACHIO ROASTED UNSALTED CALIFORNIA","PISTACHES RÔTIES NON SALÉS DE CALIFORNIE"
"10309","RAW JUMBO PISTACHIOS IN SHELL 20-22(K.GH. N.O.)","PISTACHES CRUES JUMBO EN ÉCALE 20-22(K.GH. N.O.)"
"10310","PISTACHIO IN SHELL RAW 24-26 ( K.GH. N.O.)","PISTACHES CRUES EN ÉCALE 24-26 (K.GH N.O.)"
"10311","RAW PISTACHIO IN SHELL 22-24 (A.A-M.O.)","PISTACHES CRUES EN ÉCALE 22-24 (A.A- M.O.)"
"10312","LEMON PISTACHIOS WITH SALT","PISTACHES AU CITRON AVEC SEL"
"10313","CALIFORNIA RED PISTACHIOS  ROASTED SALTED","PISTACHES ROUGES RÔTIES SALÉS DE CALIFORNIE"
"10314","RAW PISTACHIO IN SHELL 24-26 (A.A-N.O.)","PISTACHES CRUES EN ÉCALE 24-26 (A.A- N.O.)"
"10315","JUMBO SALTED CALIFORNIA PISTACHIOS","PISTACHES JUMBO CALIFORNIE SALÉS"
"10316","LIGHTLY SALTED PISTACHIO KERNELS","PISTACHES ÉCALÉES, LEGEREMENT SALÉES"
"10317","PEELED GREEN PISTACHIO KERNELS","PISTACHES VERTES ÉCALÉES SANS PEAU"
"10318","PISTACHIOS WITH SAFFRON","PISTACHES AVEC SAFRAN"
"10319","RAW CALIFORNIA PISTACHIO KERNELS","PISTACHES CRUS SANS ECALES DE CALIFORNIE"
"10320","CALIFORNIA RAW PISTACHIOS IN SHELL  21/25","PISTACHES CRUS DE CALIFORNIE EN ÉCALE  21/25"
"10321","RAW SHELLED PISTACHIO KERNELS HALVES & PIECES","PISTACHES NATURELLES (KERNEL) DEMIS ET MORCEAUX"
"10401","CALIFORNIA WALNUT HALVES","GRENOBLES CALIFORNIENNES EN DEMIES"
"10402","CALIFORNIA WALNUT 1/2 & PIECES","GRENOBLES CALIFORNIENNES 1/2 & MORCEAUX"
"10403","WALNUT SMALL PIECES","GRENOBLE EN PETIT MRCX."
"10407","CALIFORNIA WALNUT MEDIUM PIECES","NOIX DE GRENOBLES EN MRCX. MEDIUM"
"10408","CALIFORNIA WALNUT LARGE PIECES","GRENOBLES MORCEAUX LARGES DE CALIF."
"10409","CALIFORNIA WALNUT MEDIUM BAKER PIECES","GRENOBLES CALIFORNIENNES MEDIUM BAKER MORCEAUX"
"10413","WALNUT 1/2 & PIECES (EU)","GRENOBLES 1/2 & MORCEAUX (EU)"
"10501","JUMBO PECAN HALVES","PACANES EN DEMIES JUMBO"
"10502","PECAN HALVES MEDIUM","PACANES EN DEMIES MEDIUM"
"10503","PECAN PIECES","PACANES EN MORCEAUX"
"10504","DRY ROASTED UNSALTED PECAN","PACANES RÔTIES À SEC NON SALÉS"
"10601","ALMONDS NPS 18/20","AMANDES NPS 18/20"
"10602","ALMONDS NPS 20/22","AMANDES NPS 20/22"
"10603","ALMONDS NPS 23/25","AMANDES NPS 23/25"
"10604","ALMONDS NPS 25/27","AMANDES NPS 25/27"
"10605","ALMONDS NPS 27/30","AMANDES NPS 27/30"
"10606","ALMONDS CAL. 20/22","AMANDES CAL. 20/22"
"10607","ALMONDS CAL. 23/25","AMANDES CAL. 23/25"
"10609","ALMONDS CAL. 30/32","AMANDES CAL. 30/32"
"10610","BLANCHED WHOLE ALMONDS","AMANDES MONDÉES"
"10611","BLANCHED REGULAR SLICED ALMONDS","AMANDES TRANCHÉES BL. (REG.)"
"10612","ALMOND SLIVERED BLANCHED","AMANDE BLANCHE EN BÂTONNETS"
"10613","BLANCHED POWDER ALMONDS","AMANDES EN POUDRE BLANCHIES"
"10614","NATURAL SLICED ALMONDS","AMANDES NATURELLES TRANCHÉES"
"10615","NATURAL ALMONDS POWDER","AMANDES EN POUDRE NATURELLES"
"10616","ALMONDS DRY ROASTED","AMANDES RÔTIES À SEC"
"10617","DRY ROASTED SALTED ALMONDS","AMANDES RÔTIES À SEC SALÉES"
"10619","JUMBO SOYA ALMONDS","AMANDES AU SOYA - JUMBO"
"10620","SOYA ALMONDS","AMANDES AU SOYA"
"10621","ROASTED SALTED ALMONDS","AMANDES RÔTIES SALÉES"
"10622","ROASTED NOT SALTED ALMONDS","AMANDES RÔTIES NON SALÉES"
"10623","SMOKED ALMONDS","AMANDES FUMÉES"
"10624","ORIENTAL BBQ ALMONDS","AMANDES ORIENTALES BBQ"
"10626","ORIENTAL LEMON & SALT ALMONDS","AMANDES ORIENTALES CITRON & SEL"
"10654","DRY ROASTED DICED ALMONDS (14/8)","AMANDES RÔTIES A SEC EN DÉS (14/8)"
"10656","DRY ROASTED NATURAL SLICED ALMONDS","AMANDES NATURELLES TRANCHÉES RÔTIS À SEC"
"10657","BLANCHED DICED ALMONDS 12/8","AMANDES BLANCHIES EN DÉS 12/8"
"10658","NATURAL DICED ALMONDS 14/8","AMANDES NATURELLES EN DÉS 14/8"
"10659","NATURAL ALMOND FLACKES SMALL","FLOCON D'AMONDE NATUREL PETIT"
"10660","BLANCHED THIN SLICED ALMONDS","AMANDES TRANCHÉES BL. (MINCES)"
"10661","BLANCHED SLICED ALMONDS (EX.THIN)","AMANDES TR. BLANCHIES (EX.MINCES)"
"10666","ROASTED SEA SALT MARCONA ALMONDS WITH SKIN","AMANDES RÔTIES MARCONA AU SEL DE MER AVEC PEAU"
"10667","ROASTED SEA SALT BLANCHED MARCONA ALMONDS","AMANDES RÔTIES MARCONA BL. A/SEL DE MER"
"10668","BLANCHED RAW MARCONA ALMONDS","AMANDES MARCONA BLANCHIES (CRUES)"
"10669","NATURAL RAW MARCONA ALMONDS WITH SKIN","AMANDES MARCONA NATURELLES CRUES AVEC PEAU"
"10670","ALMONDS CAL. 32/34","AMANDES CAL. 32/34"
"10684","ALMONDS CAL. 25/27","AMANDES CAL. 25/27"
"10685","ALMONDS CAL. 27/30","AMANDES CAL. 27/30"
"10690","ALMONDS NPS 34/36","AMANDES NPS 34/36"
"10691","ALMONDS NPS 30/32","AMANDES NPS 30/32"
"10692","ALMONDS CAL. 34/36","AMANDES CAL. 34/36"
"10696","ALMONDS CAL 36/40","AMANDES CAL. 36/40"
"10701","GOLDEN RAISINS (USA)","RAISINS DORÉS (USA)"
"10702","JUMBO GOLDEN RAISINS","RAISINS DORÉS JUMBO"
"10703","FLAME CALIFORNIA RAISINS","RAISINS FLAME CALIFORNIE"
"10704","THOMPSON RAISINS SELECT","RAISINS THOMPSON SELECT"
"10705","THOMPSON RAISINS SELECT USA","RAISINS THOMPSON SELECT USA"
"10707","ZANTE CURRANT RAISINS","RAISINS DE CORINTHE ZANTE"
"10710","JUMBO TURKISH  APRICOTS","ABRICOTS DE TURQUIE JUMBO"
"10711","TURKISH APRICOTS","ABRICOTS DE TURQUIE"
"10713","DICED APRICOTS 8-10 MM","ABRICOTS EN DÉS 8-10 MM"
"10715","DRIED PEARS","POIRES SÉCHÉES"
"10716","DRIED PEACHES","PÊCHES SÉCHÉES"
"10717","NATURAL DICED APPLES 3/8X3/8X3/8","POMMES SÉCHÉES NAT. EN DÉS 3/8X3/8X3/8"
"10718","DRIED APPLE RINGS","POMMES DÉSHYDRATÉES RONDELLES"
"10719","SWEETENED BANANA CHIPS","BANANES SUCRÉES TRANCHÉES"
"10723","PITTED PRUNES","PRUNEAUX DÉNOYAUTÉS"
"10725","BAM PREMIUM DATES (600 GR.)","DATTES FRAICHES DE BAM (600 GR.)"
"10728","JUMBO MEDJOOL DATES","DATTES MEDJOOL (JUMBO)"
"10729","DICED DATES 8-12 MM","DATTES EN DÉS 8-12 MM"
"10730","DEGLET NOUR PITTED DATES","DATTES DÉNOYAUTÉES DEGLET NOUR"
"10731","PITTED DATES","DATTES DÉNOYAUTÉES"
"10732","COCONUT ROLL DATES","DATTES COCO - AMANDE"
"10733","LARGE MEDJOOL DATES","DATTES MEDJOOL (LARGE)"
"10741","MINI SHIRAZ LOOSE FIGS","FIGUES EN VRAC MINI SHIRAZ"
"10745","TURKISH FIGS 250 GR. LAYER","FIGUES TURQUIE LAYER 250 GR."
"10746","TURKISH FIGS 500 GR. LAYER","FIGUES TURQUIE LAYER 500 GR."
"10747","FIG LERIDA BULK","FIGUES LERIDA EN VRAC"
"10748","FIGS DICED 5-8MM","FIGUES EN DÉS 5-8MM"
"10749","TURKISH FIGS PULLED 500 GR.","FIGUES DE TURQUIE PROTOBEN (500G)"
"10750","PINEAPPLE RINGS","ANANAS EN RONDELLES"
"10751","PINEAPPLE TIDBITS","ANANAS EN MRCX. TIDBITS"
"10752","PINEAPPLE DICED 8-10 MM","ANANAS EN DÉS 8-10 MM"
"10753","PAPAYA SPEARS","PAPAYE EN ÉPÉES"
"10754","PAPAYA DICED 8-10 MM","PAPAYES EN DÉS 8-10 MM"
"10755","SLICED MANGO","MANGUES TRANCHÉES"
"10756","DICED MANGO 8-10 MM","MANGUES EN DÉS 8-10 MM"
"10757","SWEET DEHYDRATED DICED COCONUT","NOIX DE COCO DÉSHYDRATÉE EN DÉS SUCRÉE"
"10758","SLICED DRAINED GINGER IN SYRUP","GINGEMBRE TRANCHÉ NAPPÉ DE SIROP"
"10759","DELUXE SLICED GINGER","GINGEMBRE CRISTALLISÉ DELUXE"
"10760","CRYSTALLIZED SLICED GINGER","GINGEMBRE CRISTALLISÉ EN TRANCHE"
"10761","GINGER SELECT DICED 15-22 MM","GINGEMBRE EN DÉS SELECT 15-22 MM"
"10762","MINI DICED GINGER 2-5 MM","GINGEMBRE CRISTALLISÉ 2-5 MM"
"10763","GINGER POWDER (100/120 MESH)","POUDRE DE GINGEMBRE (100/120 MESH)"
"10765","GUAVA SLICES","GOYAVES TRANCHÉES"
"10766","GLAZED PINEAPPLE SLICED","ANANAS TRANCHÉS GLACÉS"
"10768","FANCY DRIED SLICED KIWI","KIWI TRANCHÉ DE CHOIX"
"10769","DRIED FANCY CANTALOUPE","CANTALOUP SÉCHÉ DE CHOIX"
"10770","GREEN WH.& BROKEN CHERRIES","CERISES VERTES ENT.& MRCX."
"10771","RED WH.& BROKEN CHERRIES","CERISES ROUGES ENT.& MRCX."
"10772","ROYAL CUT MIX FRUIT","FRUITS MÉLANGÉS GLACÉS ROYAL"
"10774","GINGER CUBES IN SYRUP (80/100)","GINGEMBRE EN CUBE NAPPÉ AU SIROP (80/100)"
"10775","ORANGE PEELS","ZESTE D'ORANGE"
"10776","LEMON PEELS GLAZED (Y)","ZESTE DE CITRON (J)"
"10777","ORANGE & LEMON PEEL","ZESTES MÉLANGÉS ORANGE CITRON"
"10778","PINEAPPLE WEDGES (NATURAL)","ANANAS  WEDGES (NATURAL)"
"10779","DICED CITRON PEEL (G)","CITRONS GLACÉS (V)"
"10780","SHREDDED SWEETENED COCONUT","NOIX DE COCO RAPÉE SUCRÉE"
"10782","COCONUT DESICCATED CHIPS","NOIX DE COCO TRANCHÉE"
"10783","TOASTED MEDIUM COCONUT","NOIX DE COCO GRILLÉE MEDIUM"
"10784","DESICCATED MEDIUM COCONUT","NOIX DE COCO SÉCHÉE MEDIUM"
"10785","DESICCATED FINE COCONUT","NOIX DE COCO SÉCHÉE FIN"
"10786","DICED KIWI 8-10 MM","KIWI EN DÉS 8-10 MM"
"10787","PINEAPPLE STICKS","ANANAS EN BÂTONNETS"
"10788","PAPAYA STICKS","PAPAYES EN BÂTONNETS"
"10789","ALOE VERA CHUNKS","ALOE VERA EN MORCEAUX"
"10790","FANCY DRIED RASPBERRIES","FRAMBOISES DE CHOIX"
"10791","REAL FANCY CHERRIES","CERISES DE CHOIX"
"10792","FANCY BLUEBERRIES","BLEUETS DE CHOIX"
"10793","DRIED FANCY STRAWBERRIES","FRAISE SÉCHÉES FANCY DE CHOIX"
"10801","ALMOND CHOCOLATE","AMANDES AU CHOCOLAT"
"10802","CHOCOLATE PEANUTS","ARACHIDES AU CHOCOLAT"
"10803","CHOCOLATE RAISINS","RAISINS AU CHOCOLAT"
"10804","CHOCOLATE CASHEWS","CAJOUS ENROBÉS DE CHOCOLAT"
"10805","CHOCOLATE COATED BANANA","BANANES ENROBÉES DE CHOCOLAT"
"10806","DARK CHOCOLATE PECANS","PACANES AU CHOCOLAT(NOIR)"
"10807","CHOCOLATE ALMONDS (DARK)","AMANDES AU CHOCOLAT (NOIR)"
"10808","CHOCOLATE RAISINS (DARK)","RAISINS AU CHOCOLAT (NOIR)"
"10809","CHOCOLATE FILBERTS (DARK)","AVELINES AU CHOCOLAT (NOIR)"
"10810","DARK CHOCOLATE COFFEE BEANS","GRAINS DE CAFÉ CHOCOLAT (NOIR)"
"10811","CHOCOLATE MACARONS","MACARONS AU CHOCOLAT"
"10812","COCOA DUSTED CHOCOLATE ALMONDS","AMANDES AU CHOCOLAT POUDRE CACAO"
"10813","MINI YOGURT PRETZELS","MINI BRETZELS AU YOGOURT"
"10814","YOGURT CRANBERRIES","CANNEBERGES AU YOGOURT"
"10815","YOGURT ALMONDS","AMANDES AU YOGOURT"
"10816","YOGURT PEANUTS","ARACHIDES AU YOGOURT"
"10817","YOGURT RAISINS","RAISINS AU YOGOURT"
"10818","RITMO / BRIDGE MIX","MÉLANGE RITMO / BRIDGE"
"10819","CRUNCHY VOLCANO MIX","MÉLANGE CROQUANT VOLCANIQUE"
"10820","BUTTER TOASTED ALMONDS","AMANDES RÔTIES AU BEURRE"
"10821","BUTTER TOASTED PECANS","PACANES RÔTIES AU BEURRE"
"10822","BUTTER TOASTED CASHEWS","CAJOUS RÔTIS AU BEURRE"
"10823","DARK CHOCOLATE 45 % COCONUT ALMOND","AMANDES NOIX DE COCO CHOCOLAT NOIR 45%"
"10830","ROUND ''SILVER'' DRAGEES","DRAGÉES ''ARGENT'' RONDES"
"10831","GOLD CONFETTI","DRAGEES DOREES"
"10832","''SILVER'' ALMOND CONFETTI","DRAGÉES AUX AMANDES '' ARGENT ''"
"10833","CONFETTI ''GOLD FOIL''","DRAGÉES ''EMBALLAGE DORÉ''"
"10834","KIMMIE CHOCO-ROCKS","KIMMIE CHOCO-ROCHES"
"10835","KIMMIE SUNBURST CHOCO. SUN SEEDS","KIMMIE SUNBURST CHOCO. TOURNESOL"
"10836","KIMMIE CHOCOLATE JORDAN ALMONDS","KIMMIE CHOCOLAT AMANDE DE JORDAN"
"10837","SALTED CARAMEL CHOCO-ROCKS","CHOCO-ROCHES SALÉES AU CARAMEL"
"10838","CRYSTALIZED BUTTER TOASTED ALMONDS","AMANDES TR. AU BEURRE CRISTALLISÉ"
"10840","MAPLE SYRUP ALMONDS","AMANDES AU SIROP D'ÉRABLE"
"10841","MAPLE SYRUP PECANS","PACANES AU SIROP D'ÉRABLE"
"10842","MAPLE SYRUP CASHEWS","CAJOUS AU SIROP D'ÉRABLE"
"10843","MAPLE SYRUP SUNFLOWER SEEDS","TOURNESOL AU SIROP D'ÉRABLE"
"10849","MILK CHOCOLATE BRAZIL NUTS","NOIX DE BRÉSIL AU CHOCOLAT LAIT"
"10850","MINI MILK CHOCOLATE PRETZELS","MINI BRETZEL CHOCOLAT AU LAIT"
"10851","MILK CHOCOLATE CORN CHIPS W/FLAX","CROUS. DE MAIS AVEC LIN AU CHOCOLAT"
"10852","PEANUT BUTTER PRETZELS","PRETZELS AU BEURRE D'ARACHIDE"
"10853","GREEK YOGURT ALMONDS","AMANDES AU YOGOURT GREC"
"10854","GREEK YOGURT RAISINS","RAISINS AU YOGOURT GREC"
"10855","MILK CHOCOLATE CRANBERRIES","CANNEBERGES CHOCOLAT AU LAIT"
"10856","HONEY ALMONDS","AMANDES AU MIEL"
"10858","BARRY CALLEBAUT WHITE CHOC. CHIPS 4000CT","BARRY CALLEBAUT PÉPITES CHOC. BLANC 4000CT"
"10859","DARK CHOCOLATE COVERED DATES","DATTES ENROBÉES CHOCOLAT NOIR"
"10860","DARK CHOCOLATE CRANBERRIES","CANNEBERGES AU CHOCOLAT NOIR"
"10861","DARK CHOCOLATE MACADAMIA","MACADAM AU CHOCOLAT (NOIR)"
"10862","MILK CHOCOLATE COCONUT CUBES","NOIX DE COCO AU CHOCOLAT AU LAIT"
"10863","DARK CHOCOLATE STRAWBERRIES","FRAISES AU CHOCOLAT NOIR"
"10864","DARK CHOCOLATE COCONUT CUBES","NOIX DE COCO AU CHOCOLAT NOIR"
"10865","MILK CHOCOLATE CARAMELS","CARAMEL AU CHOCOLAT"
"10866","DARK CHOCOLATE PEANUTS","ARACHIDES AU CHOCOLAT NOIR"
"10867","YOGURT CHIPS 2000 CT.","BRISURES DE YOGOURT 2000 CT."
"10868","CAROB CHIPS 1000 CT.","BRISURES DE CAROUBE 1000 CT."
"10869","GREEK YOGURT CHIPS 1000 CT.","PÉPITES DE YOGOURT GREC 1000 CT."
"10870","CHOCOLATE CHIPS 4000 CT.","BRISURES CHOC COMP. 4000 CT."
"10871","CHOCOLATE CHIPS PURE 4000CT (S.S.)","BRISURE DE CHOC. PUR 4000CT (S.S.)"
"10872","CHOCOLATE CHIPS IVORY 2000 CT","BRISURE CHOCOLAT IVOIRE 2000 CT"
"10873","BUTTERSCOTCH CHIPS 4000CT","BRISURES BUTTERSCOTCH 4000CT"
"10874","CHOCOLATE CHIPS PURE 1000CT (S.S.)","BRISURES DE CHOC. PUR 1000CT (S.S.)"
"10876","CHOCOLATE CHIPS COMP. 1000CT","BRISURES CHOCO. COMP. 1000CT"
"10877","SEMI-SWEET CHOCOLATE WAFERS","PASTILLES CHOCOLAT SEMI-SUCRÉ"
"10878","MILK CHOCOLATE WAFERS","PASTILLES CHOCOLAT AU LAIT"
"10879","WHITE CHOCOLATE WAFERS","PASTILLES CHOCOLAT BLANC"
"10880","WHITE COCOA BUTTER DROP 1000CT","PEPITES DE BEURRE DE CACAO BLANC 1000CT"
"10881","PEANUT BUTTER DROP 1000CT","PEPITES DE BEURRE D'ARACHIDES 1000CT"
"10882","MILK CHOCOLATE BLOCS","BLOC DE CHOCOLAT AU LAIT"
"10883","SEMI-SWEET CHOCOLATE BLOCS","BLOC DE CHOCOLAT SEMI-SUCRÉ"
"10884","WHITE CHOCOLATE BLOCS","BLOC DE CHOCOLAT BLANC"
"10885","DARK  S-SWEET CHOCOLATE FLAKES","FLOCONS CHOCOLAT FONCÉ SEMI-SUCRE"
"10886","WHITE CHOCOLATE FLAKES","FLOCONS CHOCOLAT BLANC"
"10887","MILK CHOCOLATE WAFERS non PHO","PASTILLES CHOCOLAT AU LAIT non PHO"
"10888","MINI RAINBOW NONPAREILS CHOCOLATE","MINI CHOCOLAT NONPAREILS ARC-EN-CIEL"
"10889","RAINBOW NONPAREILS CHOCOLATE","CHOCOLAT NONPAREILS ARC-EN-CIEL"
"10890","ROSEBUDS CHOCOLATE","CHOCOLAT ROSETTES"
"10892","DARK CHOCOLATE ALMOND BARK","ÉCORCE DE CHOCOLAT NOIR AUX AMANDES"
"10893","MILK CHOCOLATE ALMOND BARK","ÉCORCE  DE CHOCOLAT AU LAIT AUX AMANDES"
"10894","WHITE CHOCOLATE ALMOND BARK","ÉCORCE DE CHOCOLAT BLANC AUX AMANDES"
"10895","DARK CHOCOLATE CHIA BARK","ÉCORCE DE CHOCOLAT NOIR AUX CHIA"
"10896","CHOCOLATE CLUSTERS","CHOCOLAT CLUSTERS"
"10897","MILK CHOCOLATE FILBERT BARK","ÉCORCE DE CHOCOLAT AU LAIT AUX AVELINES"
"10898","DARK CHOCOLATE BLUEBERRY","BLEUET AU CHOCOLAT NOIR"
"10899","DARK CHOCOLATE CHERRY","CERISE AU CHOCOLAT NOIR"
"10901","BULK ENGLISH BREAKFAST WHOLE TEA","THE ENGLISH BREAKFAST ENTIER EN VRAC"
"10902","EARL GREY WHOLE BULK TEA","THE EARL GREY ENTIER EN VRAC"
"10903","HIBISCUS FLOWER CUT","FLEUR D'HIBISCUS COUPEE"
"10911","JASMIN GREEN WHOLE BULK TEA","THE VERT JASMIN ENTIER EN VRAC"
"10912","WHOLE GREEN SENCHA FUJI BULK TEA","THE VERT SENCHA FUJI ENTIER EN VRAC"
"10925","CAMOMILLE FLOWER HERBAL BULK TEA","THE HERBAL CAMOMILLE EN VRAC"
"10950","MEGA CURLS BITTER CHOCOLATE","CHOCOLATS NOIR MEGA BOUCLES"
"10955","ZEBRA CHOCOLATE ROLLS","CHOCOLAT NOIR EN ROULEAUX ZÉBRÉS"
"10961","DARK CHOCOLATE SNAILS","CHOCOLAT NOIR EN FORME D'ESCARGOTS"
"10964","MINI FLAKES - MILK CHOCOLATE","MINI FLAKES - CHOCOLAT AU LAIT"
"10970","BARRY CALLEBAUT SEMI SWEET CHOCOLATE CHIPS 4,000CT","CHOCOLAT MI-SUCRE DELIGHT 4000CT BARRY CALLEBAUT"
"10971","BARRY CALLEBAUT SEMI-SWEET CHOCOLATE CHIPS 1,000CT","CHOCOLAT MI-SUCRE DELIGHT 1000CT BARRY CALLEBAUT"
"10975","SEMI-SWEET CHOCOLATE WAFERS","PASTILLES CHOCOLAT SEMI-SUCRÉ"
"11002","DRY ROASTED UNSALTED FILBERTS","AVELINES RÔTIES À SEC NON SALÉES"
"11003","RAW SHELLED FILBERTS 13/15MM","AVELINES ÉCALÉES CRUES 13/15MM"
"11004","RAW BLANCHED FILBERTS","AVELINES MONDÉES (BLANCHIES)"
"11005","NATURAL FILBERT MEAL","AVELINES MOULUES NATURELLES"
"11006","DRY ROASTED DICED FILBERTS 3-6 MM","AVELINES EN DÉES RÔTIES À SEC 3-6 MM"
"11009","RAW SHELLED FILBERTS (USA)","AVELINES ÉCALÉES CRUES (USA)"
"11010","RAW SHELLED FILBERTS 11/13MM","AVELINES ÉCALÉES CRUES 11/13MM"
"11101","RAW SHELLED SUNFLOWER SEEDS","TOURNESOL CRUE ÉCALLÉE"
"11103","SALTED SUNFLOWER IN SHELL","TOURNESOL EN ÉCALE SALÉE"
"11105","SUNFLOWER IN SHELL (RAW)","TOURNESOL EN ÉCALE CRUE"
"11107","SHELLED SUNFLOWER SEEDS RS","TOURNESOL SANS ÉCALE RS"
"11109","SHELLED SUNFLOWER SEEDS RNS","TOURNESOL SANS ÉCALE RNS"
"11111","SUNFLOWER SEEDS B.B.Q.","GRAINES TOURNESOL B.B.Q."
"11115","BULGARIAN SHELLED SUNFLOWER SEEDS","TOURNESOL ÉCAILLÉ BULGARE"
"11201","SHELLED SHINE SKIN PUMPKIN SEEDS AA","GRAINES DE CITROUILLE SHINE SKIN AA"
"11202","SHELLED SHINE SKIN PUMPKIN SEEDS (A)","GRAINES DE CITROUILLE SHINE SKIN (A)"
"11203","JUMBO SALTED PUMPKIN IN SHELL","CITROUILLE SALÉE JUMBO EN ÉCALES"
"11204","JUMBO UNSALTED PUMPKIN IN SHELL","CITROUILLE NON SALÉE JUMBO EN ÉCALES"
"11206","DRY ROASTED SHELLED PUMPKIN SEEDS","CITROUILLES SANS ÉCALE R. À SEC"
"11210","PUMPKIN SEEDS POWDER","POUDRE DE GRAINES DE CITROUILLE"
"11301","SALTED TOASTED CORN","MAÏS RÔTIS SALÉS"
"11303","TOASTED CORN B.B.Q.","MAÏS B.B.Q."
"11304","SHELLED BRAZIL NUTS (WHOLE)","NOIX DU BRÉSIL (ENTIÈRES)"
"11305","BRAZIL NUTS (BROKEN)","NOIX DE BRÉSIL (MORCEAUX)"
"11306","SALTED SESAME STICKS","BÂTONS DE SÉSAME SALÉS"
"11308","UNSALTED SESAME STICKS","BÂTONS DE SÉSAME NON SALÉS"
"11309","SESAME STICKS (GARLIC)","BÂTONS DE SÉSAME (À L'AIL)"
"11310","SESAME STICKS (EVERYTHING STICKS)","BÂTONS SÉSAME (TOUT GARNIE)"
"11311","ANCIENT GRAIN STICKS ORIGINAL","BÂTONS DE GRAINES ANCIENNES ORIGINALES"
"11316","SESAME STICKS (OAT BRAN)","BÂTONS DE SÉSAME (AVOINE)"
"11318","MACADAMIA NUTS (STYLE 5)","NOIX DE MACADAM (STYLE 5)"
"11319","MACADAMIA NUTS (STYLE 4)","NOIX DE MACADAM (STYLE 4)"
"11320","MACADAMIA NUTS (STYLE1)","NOIX DE MACADAM (STYLE 1)"
"11323","MINI TOASTED CORN W/ FLAX SEEDS","CROUSTILLES DE MAIS A/GRAIN DE LIN"
"11324","SOYA STICKS (LIME & CHILI)","BÂTONNETS DE SOYA (LIME & CHILI)"
"11325","SOYA STICKS (SOUR CREAM)","BÂTONNETS DE SOYA (CRÈME SURE)"
