"#","Cod","Title EN","Title FR"
"620","11452","CARNAVAL MIX","MÉLANGE CARNAVAL"
"621","11453","FOUR SEASONS MIX","MÉLANGE QUATRE SAISONS"
"622","11457","SPICY BBQ CORN MIX","MÉLANGE DE MAÏS BBQ ÉPICÉ"
"623","11458","TEXAN SRIRACHA SPICY MIX","MÉLANGE TEXAN SRIRACHA PIQUANT"
"624","11459","POKER MIX","MÉLANGE PRESTIGE"
"625","11460","BAR MIX","MÉLANGE LES BARS"
"626","11468","CARNAVAL SMARTIES MIX","MÉLANGE CARNAVAL SMARTIES"
"627","11470","EQUILIBRIUM MIX","MÉLANGE EQUILIBRIUM"
"628","11471","URBAN MIX","MÉLANGE URBAIN"
"629","11472","HAPPY HOUR MIX","MÉLANGE 5 À 7"
"630","11475","100 % ALMOND CHEER MIX","MÉLANGES 100 % AMANDES"
"631","11476","RAW MIX NUTS","MÉLANGES DES NOIX CRUES"
"632","11477","SUNRIPE ADULT MIX","MÉLANGE ADULTE SUNRIPE"
"633","11501","PEANUTS IN SHELL NO SALT","ARACHIDES EN ÉCALES NON SALÉS"
"634","11502","PEANUTS IN SHELL SALTED","ARACHIDES EN ÉCALES SALÉS"
"635","11503","ALMONDS IN SHELL","AMANDES EN ÉCALE"
"636","11504","FILBERTS IN SHELL (LARGE)","AVELINES EN ÉCALES (LARGE)"
"637","11505","CALIFORNIA WALNUTS IN SHELL","GRENOBLES CALIFORNIE EN ÉCALES"
"638","11506","CALIFORNIA NATURAL WALNUTS IN SHELL","GRENOBLES CALIF. EN ÉCALES NATURELLES"
"639","11507","MIX NUTS IN SHELL (3)","NOIX MÉLANGÉES EN ÉCALES (3)"
"640","11508","PECANS IN SHELL","PACANES EN ÉCALES"
"641","11509","BRAZIL NUTS IN SHELL","NOIX DU BRESIL EN ÉCALES"
"642","11510","MIX NUTS IN SHELL (4)","NOIX MELANGÉES EN ÉCALES (4)"
"643","11515","SOFT SHELL SALTED ALMONDS","AMANDES SALÉES EN ÉCALE"
"644","11601","NATURAL CREAMY PEANUT BUTTER","BEURRE D'ARACHIDES NAT. CRÈMEUX"
"645","11602","NATURAL CRUNCHY PEANUT BUTTER","BEURRE D'ARACHIDES CROQUANT NAT."
"646","11603","NATURAL CREAMY ALMOND BUTTER","BEURRE D'AMANDES CREMEUX NATUREL"
"647","11604","NATURAL CASHEW BUTTER","BEURRE DE CAJOUS NATUREL"
"648","11605","NATURAL FILBERT BUTTER","BEURRE D'AVELINES NATUREL"
"649","11606","NATURAL MACADAMIA BUTTER","BEURRE DE MACADAM NATUREL"
"650","11607","NATURAL PECAN BUTTER","BEURRE DE PACANES NATUREL"
"651","11608","NATURAL WALNUT BUTTER","BEURRE DE GRENOBLES NATUREL"
"652","11610","CRUNCHY ALMONDS BUTTER","BEURRE D'AMANDES CROQUANT"
"653","11611","CREAMY SUNFLOWER BUTTER","BEURRE CRÉMEUX AUX GRAINES DE TOURNESOL"
"654","11612","CASHEW BUTTER 2.2 KG","BEURRE DE CAJOUS 2.2 KG"
"655","11701","GOLDEN BULK HONEY-CANADA NO.1","MIEL EN VRAC DORÉ-CANADA NO.1"
"656","11702","AMBER BULK HONEY-CANADA NO.1","MIEL EN VRAC AMBRE-CANADA NO.1"
"657","11801","CHUNKY BERRY PATCH CEREAL","CÉRÉALES AUX FRUITS SAUVAGES"
"658","11802","BREAKFAST CEREAL (LOW FAT)","CÉRÉALES DU MATIN SANS GRAS"
"659","11803","COCONUT MANGO CEREAL","CÉRÉALES MANGUES & NOIX DE COCO"
"660","11804","HEMP CEREAL","CÉRÉALES AU CHANVRE"
"661","11805","QUEST CRUNCH CEREAL","CÉRÉALES AVENTURE CROQUANTES"
"662","11806","DELUXE CEREAL","CÉRÉALES DELUXE"
"663","11807","HOUSE CEREAL","MÉLANGE MAISON CÉRÉALES FRUITS ET NOIX"
"664","11808","UNSWEETENED CEREAL","CÉRÉALE NON SUCRÉÉ"
"665","11809","MUESLI - INSTANT OATMEAL CEREAL","MUESLI - CÉRÉALE D'AVOINE INSTANTANÉ"
"666","11810","MAPLE NUT CEREAL","CÉRÉALES AUX NOIX ET D'ÉRABLE"
"667","11811","HONEY RAISIN CEREAL","CÉRÉALES AUX RAISINS ET MIEL"
"668","11812","SUPREME CEREAL","CÉRÉALES SUPREME"
"669","11813","ANCIENT GRAINS HOUSE BLEND","ANCIENT GRAINS HOUSE BLEND"
"670","11814","CRANBERRY & CASHEW CEREALS CLUSTERS","CÉRÉALES CROQUANTES CANNEBERGES&CAJOUS"
"671","11815","DARK CHOCO ALMONDS CHUNKY CEREALS","CÉRÉALES CROQUANTES AMANDES ET CHOCO"
"672","12012","PEANUT CRACKERS (SEAWEED) 1-800","CROUSTILLES ARACHIDES ALGUES (1-800)"
"673","12013","ORIGINAL RICE CRACKERS 1-200","CROUSTILLES DE RIZ  (ORIGINAL) 1-200"
"674","12014","PEANUT SNACK CRACKERS (1-1000)","CROUSTILLES ARACHIDES (1-1000)"
"675","12015","SINGAPORE MIX 1-1600","MÉLANGE SINGAPOUR 1-1600"
"676","12023","JAPAN MIX 1-2400","MÉLANGE JAPONNAIS 1-2400"
"677","12024","ROASTED NO SALT SOYA BEANS","FÈVES DE SOYA RÔTIES N.SALÉES"
"678","12025","SALTED SOYA BEANS","FÈVES DE SOYA SALÉES"
"679","12026","RAW SOYA BEANS","FEVE DE SOYA"
"680","12029","SPICY CRACKERS 1-600","SPICY CRACKERS 1-600"
"681","12030","SUSHI ROLL CRACKERS 1-4000","SUSHI ROLL CRACKERS 1-4000"
"682","12031","BEIJING RICE CRACKERS 1-300","CROUSTILLES DE RIZ BEIJING (1-300)"
"683","12032","OREGANO SNAP CRACKERS (1-900)","CROÛTONS À L'ORIGAN (1-900)"
"684","12033","TOKYO MIX 1-2900","MÉLANGE TOKYO 1-2900"
"685","12034","EDAMAME DRY ROASTED UNSALTED","EDAMAME ROTI NON SALE"
"686","12035","BLACK SOYBEANS DRY ROASTED UNSALTED","FEVES DE SOYA NOIRES ROTIES A SEC NON SALEES"
"687","12050","VEGGIE CHIPS","CROUSTILLES VEGGIE"
"688","12051","CRISPY STAR FRUIT CHIPS MIX","CROUSTILLES DE FRUITS ETOILE"
"689","12071","WASABI SWEET POTATO STICKS (GF)","BATONS DE PATATES DOUCES WASABI (SG)"
"690","13001","CHOICE SWEETENED DRIED CRANBERRIES (O/S )","CANNEBERGES DE CHOIX SUCREES (O/S)"
"691","13002","DICED CRANBERRIES","CANNEBERGES EN DÉS"
"692","13003","CRANBERRIES FLAVOURED ORANGE","CANNEBERGES SAVEUR ORANGE"
"693","13005","CRANBERRY FLAVOURED STRAWBERRY","CANNEBERGES SAVEUR FRAISES"
"694","13006","CRANBERRIES FLAVOURED RASPBERRY","CANNEBERGES SAVEUR FRAMBOISES"
"695","13007","CRANBERRIES FLAVOURED CHERRY","CANNEBERGES SAVEUR CERISES"
"696","13008","CRANBERRIES INFUSED W/ MAPLE SYRUP","CANNEBERGES INFUSEÉ AU SIROP D'ÉRABLE"
"697","13015","LOW MOISTURE DRIED CRANBERRIES","CANNEBERGES SÉCHÉES (BASSE HUMIDITÉ)"
"698","13016","APPLE JUICE INFUSED CRANBERRIES","CANNEBERGES INFUSÉES  AU JUS DE  POMME"
"699","13017","DRIED CRANBERRIES (MEDIUM MOISTURE)","CANNEBERGES SÉCHÉES (HUMIDITÉ MÉDIUM)"
"700","13018","WHOLE DRIED CRANBERRIES","CANNEBERGES ""ENTIÈRES"""
"701","13070","DRIED BLACK CASSIS","CASSIS SÉCHÉS"
"702","13090","CRANBERRIES POWDER (40 MESH)","POUDRE DE CANNEBERGES (40 MESH)"
"703","14001","APRICOTS TART WHOLE DRIED","ABRICOTS SURET ENTIERS"
"704","14002","SWEET CHERRY APPLE","POMME CERISE DE PARADIS"
"705","14007","CHILI COATED MANGOS","MANGUES AUX CHILI"
"706","14008","DRIED APRICOTS","ABRICOTS SEC"
"707","14013","GOLDEN RAISINS","RAISINS DORÉS"
"708","14014","SULTANA RAISINS","RAISINS SULTANA"
"709","14015","SULTANA RAISINS (RTU)","RAISINS SULTANA (RTU)"
"710","14016","GOLDEN RAISINS (SA)","RAISINS DORÉS (SA)"
"711","14020","SULTANA RAISINS","RAISINS SULTANA"
"712","14021","SPANISH BULK FIGS","FIGUES EN VRAC D' ESPAGNE"
"713","14080","PAPAYA CHUNKS","PAPAYES EN MRCX. CHUNK"
"714","14081","ITALIAN CANDIED ORANGE SLICES","RONDELLE D'ORANGE GLACÉS D'ITALIE"
"715","14082","ITALIAN CANDIED FIGS","FIGUES GLACÉS D'ITALIE"
"716","14083","ITALIAN CANDIED APRICOTS","ABRICOTS GLACÉS D'ITALIE"
"717","14084","ITALIAN CANDIED PEACH","PÊCHES GLACÉS D'ITALIE"
"718","14089","LEMON PEELS GLAZED (NO HFCS)","ZESTE DE CITRON (SANS HFCS)"
"719","14090","ITALIAN RED WH.& BROKEN CHERRIES","CERISES ROUGES ENT.& MRCX. D'ITALIE"
"720","14091","ITALIAN GREEN WH.& BROKEN CHERRIES","CERISES VERTES ENT.& MRCX. D'ITALIE"
"721","14092","ITALIAN ROYAL CUT MIX FRUIT","FRUITS MÉLANGÉS GLACÉS ROYAL D'ITALIE"
"722","14093","ITALIAN ORANGE PEELS","ZESTES D'ORANGE D'ITALIE"
"723","14094","ITALIAN LEMON PEELS GLAZED (Y)","ZESTE DE CITRON (J) D'ITALIE"
"724","14095","ITALIAN ORANGE & LEMON PEEL","ZESTES D' ORANGES ET  DE CITRONS D'ITALIE"
"725","14096","ITALIAN DICED CITRON PEEL (G)","CITRONS GLACÉS D'ITALIE  (V)"
"726","14097","ITALIAN ORANGE STRIPS 9X90MM","PELURE D'ORANGE D'ITALIE 9X90MM"
"727","20002","GREEN PITTED OLIVES (ATLAS)","OLIVES VERTES  DÉNOYAUTÉES (ATLAS)"
"728","20003","PITTED KALAMATA OLIVES","OLIVES KALAMATA DÉNOYAUTÉES"
"729","20004","KALAMATA OLIVES (LARGE)","OLIVES KALAMATA (LARGE)"
"730","20005","KALAMATA OLIVES (JUMBO)","OLIVES KALAMATA (JUMBO)"
"731","20006","GREEN WHOLE OLIVES W\PIT (ATLAS)","OLIVES VERTES ENTIÈRES A\ NOYAU (ATLAS)"
"732","20007","MOROCCAN OLIVES","OLIVES MORROCAN"
"733","20009","SUN DRY RED PEPPER (RTE)","PIMENTS ROUGES (SÉCHÉS AU SOLEIL)"
"734","20010","GREEN OLIVE STUFFED W/PIMENTO","OLIVES VERTES FARCIES A/ PIMENT"
"735","20011","GREEN OLIVE STUFFED W/GARLIC","OLIVES VERTES FARCIES À L'AIL"
"736","20012","GREEN OLIVE STUFFED W/ALMOND","OLIVES VERTES FARCIES AUX AMANDES"
"737","20014","SUNDRIED TOMATOES (JULIENNE)","TOMATES SÉCHÉES AU SOLIEL (TR.)"
"738","20015","DRIED TOMATOES (MED-RED)","TOMATES SÉCHÉES (MED-RED)"
"739","20016","SUN DRIED TOMATOES (GLAZA)","TOMATES SÉCHÉES (GLAZA)"
"740","20020","TOMATO COUSCOUS","COUCOUS À LA TOMATE"
"741","20021","COUSCOUS TRICOLOR","COUSCOUS  TRI-COULEUR"
"742","20022","COUSCOUS (MEDIUM)","COUSCOUS (MEDIUM)"
"743","20023","TOASTED ISRAELI COUSCOUS ( PEARLED)","COUSCOUS ISRAELI GRILLÉS (PERLÉ)"
"744","20024","TOASTED ISRAELI TRICOLOR COUSCOUS ( PEARLED)","COUSCOUS ISRAELI GRILLÉS TRI-COULEUR (PERLÉ)"
"745","20025","PINENUTS AA (PAKISTAN)","NOIX DE PIN AA (PAKISTAN)"
"746","20026","PINE NUTS AA","NOIX DE PIN AA"
"747","20027","TURKISH PINE NUTS","NOIX DE PIN DE TURQUIE"
"748","20050","WHITE ROASTED CHICK PEAS","POIS CHICHES BLANCHIS"
"749","20051","YELLOW ROASTED CHICK PEAS","POIS CHICHES JAUNES RÔTIS"
"750","20053","POPPING CORN","MAIS À ÉCLATER"
"751","20059","DRY ROASTED SESAME SEEDS (natural)","GRAINES DE SÉSAME NATURELLES RÔTI À SEC"
"752","20060","BLACK SESAME SEEDS","GRAINES DES SÉSAME NOIRES"
"753","20061","SESAME SEEDS (NATURAL)","GRAINES DE SÉSAME (NATURELLES)"
"754","20062","HULLED SESAME SEEDS","GRAINES DE SÉSAME DÉCORTIQUÉES"
"755","20063","POPPY SEEDS","GRAINES DE PAVOT"
"756","20065","BROWN FLAX SEEDS","GRAINES DE LIN BRUNES"
"757","20066","BROWN FLAX MEAL","GRAINES DE LIN BRUN CONCASSÉES"
"758","20067","HULLED MILLET SEEDS","GRAINE DE MILLET DÉCORTIQUÉES"
"759","20068","POT BARLEY","ORGE MONDÉ"
"760","20069","GOLDEN FLAX SEEDS","GRAINES DE LIN DORÉES"
"761","20070","BLACK NATURAL CHIA SEEDS","GRAINES DE CHIA NOIRES NATURELLES"
"762","20071","WHITE CHIA SEEDS","GRAINES DE CHIA BLANCHES"
"763","20072","KANIWA","KANIWA"
"764","20073","CHIA SEEDS POWDER","POUDRE DE GRAINE DE CHIA"
"765","20074","BLACK & WHITE CHIA SEEDS MIX","MÉLANGE CHIA NOIRES & BLANCHES"
"766","20075","TEFF SEEDS","GRAINES DE TEFF"
"767","20076","TOASTED HEMP UNSALTED IN SHELL","CHANVRE ROTI NON SALÉ EN ÉCALE"
"768","20077","HEMP SEEDS-HULLED","CHANVRE DÉCORTIQUÉ"
"769","20078","TOASTED HEMP SALTED IN SHELL","CHANVRE ROTI SALÉ EN ÉCALE"
"770","20079","KASHA BUCKWHEAT","SARRASIN KASHA"
"771","20080","SAFFRON AHMAD (IRAN)  20X1 GR.","AHMAD SAFRAN (IRAN) 20X1 GR."
"772","20081","SAFFRON AHMAD (IRAN) 500 GR.","AHMAD SAFRAN (IRAN) 500 GR."
"773","20082","SAFFRON AHMAD (IRAN) 10 GR.","AHMAD SAFRAN (IRAN) 10 GR."
"774","20083","SAFFRON (SPANISH) 12X1 GR.","SAFRAN (ESPAGNOL) 12X1 GR."
"775","20085","CINNAMON POWDER","POUDRE DE CANNELLE"
"776","20087","NATURAL COCOA POWDER 10-12%FAT CONTENT","POUDRE DE CACAO NATURELLE MAT. GRASSES 10-12%"
"777","20088","COCOA POWDER ALKALIZED 20-22%FAT CONTENT","POUDRE DE CACAO ALCALISÉE MAT.GRASSES 20-22%"
"778","20091","BOLIVIAN WHITE QUINOA","QUINOA BLANC BOLIVIEN"
"779","20092","RED PUFFED QUINOA","QUINOA SOUFFLÉ ROUGE"
"780","20097","BASMATI RICE","RIZ BASMATI"
"781","20098","BHUTANESE WH. GRAIN RED RICE","RIZ ROUGE A GRAINE ENT. BHUTANESE"
"782","20101","HEMP PROTEIN POWDER 50%","POUDRE DE CHANVRE 50% PROTÉINE"
"783","20104","ARBORIO RICE","RIZ ARBORIO"
"784","20106","RIZ ROUGE A GRAIN LONG","LONG GRAIN RED RICE"
"785","20107","SAFFRON RICE","RIZ SAFFRON"
"786","20120","CHICKEN SOUP BASE","BASE DE SOUPE AU POULET"
"787","20121","BEEF SOUP BASE","BASE DE SOUPE AU BOEUF"
"788","20122","VEGETABLE SOUP BASE","BASE DE SOUPE AUX LÉGUMES"
"789","20146","ONION & GARLIC CROUTONS","CROÛTONS AUX OIGNONS ET À L' AIL"
"790","20147","CAESAR SALAD CROUTONS","CROÛTONS À SALADE CÉSAR"
"791","20148","FINE HERB CROUTONS","CROÛTONS AUX FINES HERBES"
"792","20151","SIMULATED BACON BITS","IMITATION DE MORCEAUX DE BACON"
"793","20152","HIMALAYAN ROUND COOKING SLAB SALT","PLAQUE DE CUISSON RONDE DE SEL ROSE D'HIMALAYA"
"794","20153","HIMALAYAN PINK COOKING SLAB SALT","PLAQUE DE CUISSON SEL ROSE D'HIMALAYA"
"795","20154","HIMALAYAN FINE PINK SALT","SEL FIN ROSE D'HIMALAYA"
"796","20155","HIMALAYAN CRYSTAL PINK SALT","SEL CRYSTAUX ROSE D'HIMALAYA"
"797","20156","NATURAL SEA SALT","SEL DE MER NATUREL"
"798","20157","MEDITERRANEAN EXTRA-FINE SEA SALT","SEL DE MER EXTRA FIN MÉDITERRANÉEN"
"799","20158","MEDITERRANEAN FINE SEA SALT","SEL DE MER FIN MÉDITERRANÉEN"
"800","20159","MEDITERRANEAN COARSE SEA SALT","SEL DE MER CORSÉ MÉDITERRANÉEN"
"801","20160","MEDITERRANEAN ''FLEUR DE SEL'' SALT","FLEUR DE SEL MÉDITERRANÉEN"
"802","20161","SEA SALT HERB SEASONING MEDITERRANEAN","SEL DE MER  ASSAISONNÉ AUX FINES HERBES"
"803","20162","SEA SALT VEGETABLE SEASONING","SEL DE MER ASSAISONNÉ AUX LÉGUMES"
"804","20165","KOSHER SEA SALT","SEL DE MER KASHER"
"805","20170","BLACK PEPPER WHOLE","POIVRES NOIRS ENTIERS"
"806","20250","PLAIN ORZO","ORZO NATURE"
"807","20251","TRI-COLOR ORZO","ORZO ARC-EN-CIEL"
"808","24001","NATURAL MULBERRIES","MÛRES VERTES NATURELLES"
"809","24003","DRIED GOLDEN BERRIES","BAIES D'INCA (CERISES DE TERRE)"
"810","24006","NATURAL DICED APRICOT 8-10MM","ABRICOT EN DES NATUREL 8-10MM"
"811","24007","NATURAL APPLE RINGS (NO SULFITE)","POMMES RONDELLES (SANS SULFITE)"
"812","24010","PAPAYA SPEARS (NO SULFITE)","PAPAYES EN ÉPÉES (SANS SULFITE)"
"813","24011","PAPAYA DICED 8-10 MM (NO SULFITE)","PAPAYES EN DÉS 8-10 MM (SANS SULFITE)"
"814","24012","PAPAYA CHUNCKS (NO SULFITE)","PAPAYES EN MRCX. (SANS SULFITE)"
"815","24013","PINEAPPLE RINGS (NO SULFITE)","ANANAS EN RONDELLES (SANS SULFITE)"
"816","24014","PINEAPPLE DICED 8-10 MM (NO SULFITE)","ANANAS EN DÉS 8-10 MM (SANS SULFITE)"
"817","24015","PINEAPPLE TIDBITS (NO SULFITE)","ANANAS TIDBITS (SANS SULFITE)"
"818","24016","MANGO SLICED (NO SULFITE)","MANGUES TRANCHÉES (SANS SULFITE)"
"819","24017","DICED MANGO 5-7 MM (NO SULFITE)","MANGUES EN DÉS 5-7 MM (SANS SULFITE)"
"820","24020","NATURAL GOJI BERRIES","BAIES DE GOJI NATURELLES"
"821","24024","DICED COCONUT (NO SULFITE)","NOIX DE COCO EN DÉS (SANS SULFITE)"
"822","24050","CHLORELLA POWDER","POUDRE DE CHLORELLA"
"823","24055","COCONUT JUICE POWDER(SPRAY-DRIED)","JUS DE NOIX DE COCO EN POUDRE"
"824","24056","BAKING POWDER(GLUTEN FREE)","POUDRE À PÂTE(SANS GLUTEN)"
"825","24060","STEVIA LEAVES POWDER","POUDRE DE FEUILLES DE STEVIA"
"826","30001","ORGANIC CRANBERRIES","CANNEBERGES BIOLOGIQUES"
"827","30002","ORGANIC APRICOTS","ABRICOTS BIOLOGIQUES"
"828","30003","ORGANIC CALIFORNIA FLAME RAISINS","RAISINS FLAME CALIFORNIE (BIO)"
"829","30004","ORGANIC THOMPSON RAISINS","RAISINS THOMPSON (BIO)"
"830","30005","ORGANIC SULTANA RAISINS","RAISINS SULTANA  (BIO)"
"831","30006","ORGANIC ZANTE CURRANT RAISINS","RAISINS DE CORINTHE ZANTE (BIO)"
"832","30007","ORGANIC GOJI BERRIES","BAIES DE GOJI (BIO)"
"833","30008","ORGANIC GREEN RAISINS","RAISINS VERTS (BIO)"
"834","30009","ORGANIC SUNDRIED TOMATOES","TOMATES SÉCHÉES TRANCHÉES (BIO)"
"835","30010","ORGANIC MEDJOOL DATES","DATTES MEDJOOL BIOLOGIQUE"
"836","30011","ORGANIC PITTED PRUNE","PRUNEAUX DÉNOYAUTÉS (BIO)"
"837","30012","APPLE JUICE INFUSED ORGANIC CRANBERRIES","CANNEBERGES BIO INFUSÉES  AU JUS DE  POMME"
"838","30013","ORGANIC FANCY BLUEBERRIES","BLEUETS BIO DE CHOIX"
"839","30014","ORGANIC APPLE RINGS","POMMES SÉCHÉES EN RONDELLES (BIO)"
"840","30015","ORGANIC DESICCATED FINE COCONUT","NOIX DE COCO BIOLOGIQUE (FINE)"
"841","30016","ORGANIC DICED GINGER 8-16 MM","GINGEMBRE EN DÉS 8-16 MM (BIO)"
"842","30017","ORGANIC SWEETENED BANANA CHIPS","BANANES SUCRÉES TRANCHÉES (BIO)"
"843","30018","ORGANIC DRIED GOLDEN BERRIES","BAIES DES INCA BIOLOGIQUE (CERISES DE TERRE)"
"844","30019","ORGANIC DICED MANGO","MANGUES EN DÉS"
"845","30020","ORGANIC MANGO SLICED","MANGUES TRANCHÉES (BIO)"
"846","30021","ORGANIC DICED APPLES (8-10MM)","POMMES SÉCHÉES EN DÉS (BIO)  (8-10MM)"
"847","30022","ORGANIC PAPAYA SPEARS","PAPAYES EN ÉPÉES (BIO)"
"848","30023","ORGANIC PINEAPPLE RING","ANANAS EN RONDELLES (BIO)"
"849","30024","ORGANIC DICED PINEAPPLE","ANANAS EN DÉS BIOLOGIQUES"
"850","30025","ORGANIC TOASTED COCONUT CHIPS","NOIX DE COCO TRANCHÉE GRILLÉE (BIO)"
"851","30026","ORGANIC FANCY CHERRIES","CERISES DE CHOIX BIOLOGIQUE"
"852","30027","ORGANIC JACKFRUIT","FRUITS DE JACQUIER BIO"
"853","30028","ORGANIC  PITTED DATES","DATTES DÉNOYAUTÉES  (BIO)"
"854","30029","ORGANIC MULBERRIES","BAIES DE MURES BIOLOGIQUES"
"855","30030","ORGANIC DICED SUNDRIED TOMATOES 8-10MM","TOMATES SÉCHÉES EN DÉS (BIO) 8-10MM"
"856","30031","ORGANIC FRENCH PITTED PRUNES","PRUNEAUX FRANÇAIS DÉNOYAUTÉS (BIO)"
"857","30032","ORGANIC BLUEBERRIES W/APPLE JUICE","BLEUETS BIO A/JUS DE POMMES"
"858","30033","ORGANIC TOASTED COCONUT SMILES","NOIX DE COCO GRILLÉE SOURIANTE (BIO)"
"859","30034","ORGANIC WHOLE CRANBERRIES","CANNEBERGES ENTIERS BIOLOGIQUES"
"860","30035","ORGANIC DICED DEGLET NOUR DATES 5-10MM","DATTES DEGLET NOUR EN DÉS (BIO) 5-10MM"
"861","30036","ORGANIC DEGLET NOUR DATES 250GR","DATTES DEGLET NOUR (BIO) 250GR"
"862","30037","ORGANIC DEGLET NOUR DATES 500GR","DATTES DEGLET NOUR (BIO) 500GR"
"863","30038","ORGANIC DEGLET NOUR PITTED DATES","DATTES DEGLET NOUR DÉNOYAUTÉES  (BIO)"
"864","30039","ORGANIC SLICED GINGER","GINGEMBRE EN TRANCHE BIO"
"865","30040","ORGANIC CALIFORNIA CONADRIA FIGS","FIGUES CONADRIA DE CALIFORNIE (BIO)"
"866","30041","ORGANIC CALIFORNIA MISSION FIGS","FIGUES MISSION DE CALIFORNIE  (BIO)"
"867","30042","ORGANIC SPANISH FIGS","FIGUES EN VRAC BIOLOGIQUE (ESPAGNE)"
"868","30043","ORGANIC NATURAL FIGS","FIGUES NATURELLES (BIO)"
"869","30044","ORGANIC BITTER APRICOTS KERNELS","NOYAUX D'ABRICOTS AMERS BIO"
"870","30045","ORGANIC BLANCHED SLICED ALMONDS","AMANDES TRANCHEES BLANCHIES (BIO)"
"871","30046","ORGANIC BLANCHED SLIVERED ALMONDS","AMANDES EN BÂTONNETS BL. (BIO)"
"872","30047","ORGANIC BLANCHED POWDER ALMONDS","AMANDES EN POUDRE BLANCHIES (BIO)"
"873","30048","ORGANIC NATURAL SLICED ALMONDS","AMANDES NATURELLES TRANCHÉES (BIO)"
"874","30049","ORGANIC CALIFORNIA ALMONDS","AMANDES DE CALIFORNIE BIOLOGIQUES"
"875","30050","ORGANIC EUROPEAN WALNUTS","NOIX DE GRENOBLE EUROPÉENNES (BIO)"
"876","30051","ORGANIC CALIFORNIA  WALNUTS","NOIX DE GRENOBLE CALIFORNIE (BIO)"
"877","30052","ORGANIC EUROPEAN RAW ALMONDS","AMANDES EUROPÉENNES CRUES (BIO)"
"878","30053","ORGANIC DRY SPLIT PEANUTS","ARACHIDES RÔTIES À SEC SPLIT (BIO)"
"879","30054","ORGANIC RAW CASHEWS (W450)","CAJOUS CRUS ENTIERS W450 (BIO)"
"880","30055","ORGANIC FILBERT","AVELINES BIOLOGIQUES"
"881","30056","ORGANIC BRAZIL NUTS (WHOLE)","NOIX DU BRÉSIL BIOLOGIQUE(ENTIÈRES)"
"882","30057","ORGANIC SALTED PISTACHIOS","PISTACHES RÔTIES SALÉES (BIO)"
"883","30058","ORGANIC PECANS","PACANES BIOLOGIQUES"
"884","30059","ORGANIC TAMARI ALMONDS","AMANDES TAMARI BIOLOGIQUE"
"885","30060","ORGANIC PINENUTS","NOIX DE PIN BIOLOGIQUE"
"886","30061","ORGANIC DRY ROASTED ALMONDS","AMANDES RÔTIES  À SEC NON SALÉES (BIO)"
"887","30062","ORGANIC RAW CASHEW PIECES","CAJOUS EN MORCEAUX BIOLOGIQUE CRUS"
"888","30063","ORGANIC DRY ROASTED CASHEWS","CAJOUS RÔTIS À SEC (BIO)"
"889","30064","ORGANIC PISTACHIO KERNEL","PISTACHES CRUES ÉCALÉES (BIO)"
"890","30065","ORGANIC MACADAMIA NUTS","NOIX DE MACADAM (BIO)"
"891","30066","ORGANIC DRY ROASTED FILBERTS","AVELINES RÔTIES À SEC NON SALÉES (BIO)"
"892","30067","ORGANIC DRY ROASTED BRAZIL NUTS","NOIX DU BRÉSIL RÔTIES À SEC (BIO)"
"893","30068","ORGANIC DRY ROASTED ALMONDS W/SEA SALT","AMANDE RÔTIE À SEC A/ SEL DE MER (BIO)"
"894","30069","ORGANIC DRY ROASTED CASHEWS W/SEA SALT","CAJOUS RÔTIS À SEC AVEC SEL DE MER (BIO)"
"895","30070","ORGANIC SHINE SKIN PUMPKIN SEEDS AA","GRAINES DE CITROUILLE SHINE SKIN AA (BIO)"
"896","30071","ORGANIC EUROPEAN PUMPKIN SEEDS","GRAINES CITROUILLE EUROPÉENNES (BIO)"
"897","30072","ORGANIC BRAZIL NUTS (BROKEN)","NOIX DU BRÉSIL BIOLOGIQUE (MORCEAUX)"
"898","30073","ORGANIC WATERMELON KERNELS","GRAINE DE MELON D'EAU BIO"
"899","30074","ORGANIC EU SHELLED BAKERY SUNFLOWER","TOURNESOL CRUE SANS ÉCA. EU BAKERY (BIO)"
"900","30075","ORGANIC SHELLED SUNFLOWER","TOURNESOL CRUE SANS ÉCA. (BIO)"
"901","30076","ORGANIC SPLIT RAW CASHEWS","CAJOUS DEMIS CRUS BIOLOGIQUE"
"902","30077","ORGANIC DRY ROASTED SPLIT CASHEWS","CAJOUS DEMIS RÔTI À SEC BIOLOGIQUE"
"903","30078","ORGANIC RAW CASHEW W320","CAJOUS BIOLOGIQUE W320 CRUS"
"904","30079","ORGANIC DRY ROASTED PECANS","PACANES RÔTIES À SEC (BIO)"
"905","30080","ORGANIC HULLED SESAME SEEDS","GRAINES DE SÉSAME DÉCORTIQUÉES (BIO)"
"906","30081","ORGANIC NATURAL SESAME SEEDS","GRAINES DE SÉSAME NATURELLES (BIO)"
"907","30082","ORGANIC RAW WILD JUNGLE PEANUT","ARACHIDES CRÛES SAUVAGES (BIO)"
"908","30083","ORGANIC BLACK SESAME SEEDS","GRAINES DE SESAME NOIR BIO"
"909","30085","ORGANIC BLACK CHIA SEEDS","GRAINES DE CHIA NOIR BIOLOGIQUES"
"910","30088","ORGANIC PEARL BARLEY","ORGE  PERLÉ BIOLOGIQUE"
"911","30089","SUPER 6 ORGANIC SEEDS MIX","MÉLANGE SUPER 6 GRAINS BIO"
"912","30090","ORGANIC RAW SOYA BEANS","FÈVES DE SOYA CRUES (BIO)"
